Year,Rk,Pk,Tm,name,college,Yrs,Totals_G,Totals_MP,Totals_PTS,Totals_TRB,Totals_AST,Shooting_FG,Shooting__3P,Shooting_FT,Per_Game_MP,Per_Game_PTS,Per_Game_TRB,Per_Game_AST,Advanced_WS,Advanced_WS48,Advanced_BPM,Advanced_VORP
1975,35,35,PHO,Allen Murphy,Louisville,1,2,18,5,4,0,0.2,,0.429,9,2.5,2,0,-0.1,-0.229,-5.7,-0.1
1975,36,36,PHO,Jimmy Conner,Kentucky,,,,,,,,,,,,,,,,,
1975,37,37,NOJ,Rudy Hackett,Syracuse,1,6,46,14,13,3,0.3,,0.571,7.7,2.3,2.2,0.5,0,-0.024,-4.4,-0.1
1975,38,38,NOJ,Jim McElroy,Central Michigan University,7,418,10178,4120,820,1462,0.468,0.206,0.764,24.3,9.9,2,3.5,14,0.066,-1.1,2.2
1975,39,39,PHI,Jimmie Baker,Hawaii,,,,,,,,,,,,,,,,,
1975,40,40,GSW,Otis Johnson,Stetson University,,,,,,,,,,,,,,,,,
1975,41,41,PHI,Charles Cleveland,Alabama,,,,,,,,,,,,,,,,,
1975,42,42,POR,Tom Roy,Maryland,,,,,,,,,,,,,,,,,
1975,43,43,MIL,Brian Hammel,Bentley College,,,,,,,,,,,,,,,,,
1975,44,44,DET,Pete Trgovich,UCLA,,,,,,,,,,,,,,,,,
1975,45,45,CLE,Ted Hathaway,Cleveland State University,,,,,,,,,,,,,,,,,
1975,46,46,NYK,John Ramsey,Seton Hall,,,,,,,,,,,,,,,,,
1975,47,47,HOU,Rudy White,Arizona State,5,124,1185,384,120,112,0.408,0,0.742,9.6,3.1,1,0.9,0.2,0.008,-3.3,-0.4
1975,48,48,WSB,Tom Kropp,University of Nebraska at Kearney,2,78,552,193,62,47,0.44,,0.702,7.1,2.5,0.8,0.6,0.5,0.042,-3.5,-0.3
1975,49,49,KCK,Bob Guyette,Kentucky,,,,,,,,,,,,,,,,,
1975,50,50,POR,Gus Gerard,Virginia,5,280,3524,1607,719,224,0.436,0.143,0.649,12.6,5.7,2.6,0.8,5.3,0.072,-1.4,0.6
1975,51,51,GSW,Bubbles Hawkins,Illinois State,4,103,2005,1313,240,150,0.453,,0.704,19.5,12.7,2.3,1.5,3,0.072,0.4,1.4
1975,52,52,BUF,George Bucci,Manhattan College,,,,,,,,,,,,,,,,,
1975,53,53,BOS,Jerome Anderson,West Virginia,2,49,290,127,25,16,0.49,,0.694,5.9,2.6,0.5,0.3,0.4,0.068,-3.4,-0.1
1975,54,54,PHO,Bayard Forrest,Grand Canyon University,2,139,2130,569,565,296,0.449,,0.509,15.3,4.1,4.1,2.1,2.7,0.06,-0.7,0.7
1975,55,55,NOJ,Mack Coleman,Houston Baptist University,,,,,,,,,,,,,,,,,
1975,56,56,LAL,C.J. Kupec,Michigan,3,147,1589,606,313,108,0.427,,0.772,10.8,4.1,2.1,0.7,1.8,0.053,-3.1,-0.5
1975,57,57,ATL,Monte Towe,NC State,1,51,409,130,34,87,0.406,,0.72,8,2.5,0.7,1.7,0.1,0.013,-4.5,-0.3
1975,58,58,PHO,Sam McCants,Oral Roberts,,,,,,,,,,,,,,,,,
1975,59,59,PHI,Louis Dunbar,Houston,,,,,,,,,,,,,,,,,
1975,60,60,MIL,Bill Campion,Manhattan College,,,,,,,,,,,,,,,,,
1975,61,61,POR,Phil Hicks,Tulane,2,57,390,132,94,32,0.447,,0.778,6.8,2.3,1.6,0.6,0.5,0.058,-2.7,-0.1
1975,62,62,CLE,Eric Fernsten,San Francisco,6,218,1643,517,372,82,0.445,,0.675,7.5,2.4,1.7,0.4,3.3,0.098,-0.7,0.6
1975,63,63,NYK,David Vaughn,Oral Roberts,,,,,,,,,,,,,,,,,
1975,64,64,DET,Lindsay Hairston,Michigan State,1,47,651,273,179,21,0.456,,0.58,13.9,5.8,3.8,0.4,1,0.075,-1.7,0.1
1975,65,65,HOU,Ken Smith,Tulsa,,,,,,,,,,,,,,,,,
1975,66,66,SEA,Jim Moore,Utah State University,,,,,,,,,,,,,,,,,
1975,67,67,KCK,Kevin Cleuss,St. John's,,,,,,,,,,,,,,,,,
1975,68,68,CHI,Ron Haigler,Penn,,,,,,,,,,,,,,,,,
1975,69,69,GSW,Billy Taylor,La Salle,,,,,,,,,,,,,,,,,
1975,70,70,BUF,Bob Fleischer,Duke,,,,,,,,,,,,,,,,,
1975,71,71,WSB,Fessor Leonard,Furman University,,,,,,,,,,,,,,,,,
1975,72,72,BOS,Cyrus Mann,Illinois State,,,,,,,,,,,,,,,,,
1975,73,73,NOJ,Andre Hampton,Kentucky State University,,,,,,,,,,,,,,,,,
1975,74,74,LAL,Charles Russell,Alabama,,,,,,,,,,,,,,,,,
1975,75,75,ATL,Wilbur Holland,New Orleans,4,276,8171,3760,842,922,0.452,,0.799,29.6,13.6,3.1,3.3,14,0.082,-0.4,3.3
1975,76,76,PHO,Joe Pace,Coppin State University,2,79,557,255,168,27,0.467,,0.598,7.1,3.2,2.1,0.3,1.1,0.092,-2.1,0
1975,77,77,PHI,Ken Tyler,Gonzaga,,,,,,,,,,,,,,,,,
1975,78,78,POR,Maurice Presley,Houston,,,,,,,,,,,,,,,,,
1975,79,79,CLE,Jim Lee,Syracuse,,,,,,,,,,,,,,,,,
1975,80,80,NYK,Donald Washington,UNC,,,,,,,,,,,,,,,,,
1975,81,81,DET,Cliff Pratt,Shaw,,,,,,,,,,,,,,,,,
1975,82,82,CLE,Mike Odems,Western Kentucky,,,,,,,,,,,,,,,,,
1975,83,83,HOU,Rick Whitlow,Illinois State,,,,,,,,,,,,,,,,,
1975,84,84,SEA,Dwain Govan,Bishop College,,,,,,,,,,,,,,,,,
1975,85,85,KCK,Ed Stahl,UNC,,,,,,,,,,,,,,,,,
1975,86,86,CHI,Bob Iverson,University of North Texas,,,,,,,,,,,,,,,,,
1975,87,87,GSW,Larry Pounds,Washington,,,,,,,,,,,,,,,,,
1975,88,88,BUF,Sam Berry,Armstrong Atlantic State University,,,,,,,,,,,,,,,,,
1975,89,89,BOS,Darryl Brown,Fordham,,,,,,,,,,,,,,,,,
1975,90,90,WSB,Rich Jones,Virginia Commonwealth,,,,,,,,,,,,,,,,,
1975,91,91,NOJ,Rich Schmidt,Illinois,,,,,,,,,,,,,,,,,
1975,92,92,LAL,Don Ford,UC Santa Barbara,7,474,9301,3016,1691,647,0.464,0.143,0.773,19.6,6.4,3.6,1.4,12.7,0.066,-1.8,0.4
1975,93,93,ATL,Danny Williams,Ole Miss,,,,,,,,,,,,,,,,,
1975,94,94,PHO,Buff Burrell,USC,,,,,,,,,,,,,,,,,
1975,95,95,PHI,Ken Alston,Valdosta State University,,,,,,,,,,,,,,,,,
1975,96,96,MIL,Oliver Purnell,Old Dominion,,,,,,,,,,,,,,,,,
1975,97,97,POR,Gerald Willett,Oregon,,,,,,,,,,,,,,,,,
1975,98,98,DET,Allen Spruill,North Carolina A&T,,,,,,,,,,,,,,,,,
1975,99,99,CLE,Henry Ward,Jackson State University,1,27,171,83,33,6,0.378,,0.882,6.3,3.1,1.2,0.2,-0.1,-0.023,-6.1,-0.2
1975,100,100,NYK,Hank Williams,Jacksonville University,,,,,,,,,,,,,,,,,
1975,101,101,HOU,William Johnson,Texas Tech,,,,,,,,,,,,,,,,,
1975,102,102,SEA,Larry Smith,North Carolina A&T,,,,,,,,,,,,,,,,,
1975,103,103,KCK,Clint Chapman,USC,,,,,,,,,,,,,,,,,
1975,104,104,CHI,Bill Andreas,Ohio State,,,,,,,,,,,,,,,,,
1975,105,105,GSW,Tony Styles,San Francisco,,,,,,,,,,,,,,,,,
1975,106,106,BUF,Larry Jackson,UNC Charlotte,,,,,,,,,,,,,,,,,
1975,107,107,WSB,John Garrett,Purdue,,,,,,,,,,,,,,,,,
1975,108,108,BOS,Rick Coleman,Jacksonville University,,,,,,,,,,,,,,,,,
1975,109,109,NOJ,Bill Higgins,Ashland University,,,,,,,,,,,,,,,,,
1975,110,110,LAL,Rick Suttle,Kansas,,,,,,,,,,,,,,,,,
1975,111,111,ATL,Gus Johnson,Winona State University,,,,,,,,,,,,,,,,,
1975,112,112,PHO,Dave Edmunds,West Georgia,,,,,,,,,,,,,,,,,
1975,113,113,PHI,Mike Flynn,Kentucky,2,144,2279,896,304,321,0.44,,0.653,15.8,6.2,2.1,2.2,2.6,0.054,-0.9,0.6
1975,114,114,POR,Steve Fields,Miami University,,,,,,,,,,,,,,,,,
1975,115,115,MIL,Wilbur Thomas,American University,,,,,,,,,,,,,,,,,
1975,116,116,CLE,Shawn Leftwick,Jacksonville University,,,,,,,,,,,,,,,,,
1975,117,117,NYK,Peter Davis,Michigan State,,,,,,,,,,,,,,,,,
1975,118,118,DET,Ike Williams,Armstrong Atlantic State University,,,,,,,,,,,,,,,,,
1975,119,119,HOU,Nathaniel Barnett,University of Akron,,,,,,,,,,,,,,,,,
1975,120,120,SEA,Hollis Miller,Drury University,,,,,,,,,,,,,,,,,
1975,121,121,KCK,Wayne Croft,Clemson,,,,,,,,,,,,,,,,,
1975,122,122,CHI,John Grochowalski,Assumption College,,,,,,,,,,,,,,,,,
1975,123,123,GSW,Stan Boyer,Wyoming,,,,,,,,,,,,,,,,,
1975,124,124,BUF,Mike Franklin,Cincinnati,,,,,,,,,,,,,,,,,
1975,125,125,BOS,Al Boswell,Oral Roberts,,,,,,,,,,,,,,,,,
1975,126,126,WSB,Fletcher Johnson,Randolph-Macon College,,,,,,,,,,,,,,,,,
1975,127,127,NOJ,Harvey Carmichael,Kentucky State University,,,,,,,,,,,,,,,,,
1975,128,128,LAL,Mike Cashman,Willamette University,,,,,,,,,,,,,,,,,
1975,129,129,ATL,Oscar Jackson,Duquesne,,,,,,,,,,,,,,,,,
1975,130,130,PHO,Jack Schrader,Arizona State,,,,,,,,,,,,,,,,,
1975,131,131,PHI,Freeman Blade,"Montana State University, Billings",,,,,,,,,,,,,,,,,
1975,132,132,MIL,Bob McCurdy,Richmond,,,,,,,,,,,,,,,,,
1975,133,133,POR,Charley Neal,Oregon State,,,,,,,,,,,,,,,,,
1975,134,134,NYK,Jerry Homan,Marquette,,,,,,,,,,,,,,,,,
1975,135,135,DET,John Kelley,Dillard University,,,,,,,,,,,,,,,,,
1975,136,136,CLE,Andre McCarter,UCLA,3,103,1182,392,95,172,0.431,0.25,0.725,11.5,3.8,0.9,1.7,1.1,0.046,-2.5,-0.2
1975,137,137,HOU,Leon Johnson,Centenary (LA),,,,,,,,,,,,,,,,,
1975,138,138,SEA,Ken McKenzie,Montana,,,,,,,,,,,,,,,,,
1975,139,139,KCK,Jim Bostic,New Mexico State,1,4,48,26,16,3,0.545,,0.4,12,6.5,4,0.8,0.1,0.144,-2.7,0
1975,140,140,CHI,John Murphy,UMass,,,,,,,,,,,,,,,,,
1975,141,141,GSW,Mike Rozenski,Saint Mary's,,,,,,,,,,,,,,,,,
1975,142,142,BUF,Allen Jones,Pepperdine,,,,,,,,,,,,,,,,,
1975,143,143,WSB,Bruce Hamming,Augustana College (IL),,,,,,,,,,,,,,,,,
1975,144,144,BOS,Roger Morningstar,Kansas,,,,,,,,,,,,,,,,,
1975,145,145,NOJ,Fred Stokes,Barber-Scotia College,,,,,,,,,,,,,,,,,
1975,146,146,ATL,Dave Schlesser,Morningside College,,,,,,,,,,,,,,,,,
1975,147,147,PHO,Owen Brown,Maryland,,,,,,,,,,,,,,,,,
1975,148,148,PHI,Larry Harralson,Drake University,,,,,,,,,,,,,,,,,
1975,149,149,POR,Quintin Braxton,University of Portland,,,,,,,,,,,,,,,,,
1975,150,150,MIL,Eric Hays,Montana,,,,,,,,,,,,,,,,,
1975,151,151,DET,Terry Thomas,Detroit Mercy,1,28,136,77,36,3,0.431,,0.724,4.9,2.8,1.3,0.1,0.2,0.082,-3.7,-0.1
1975,152,152,CLE,Skip Howard,Bowling Green,,,,,,,,,,,,,,,,,
1975,153,153,NYK,Tim van Blommesteyn,Princeton,,,,,,,,,,,,,,,,,
1975,154,154,HOU,Steve Storther,Providence,,,,,,,,,,,,,,,,,
1975,155,155,SEA,Rich Haws,Utah State University,,,,,,,,,,,,,,,,,
1975,156,156,CHI,Gary Tomaszewski,St. Mary's University,,,,,,,,,,,,,,,,,
1975,157,157,GSW,Scott Trobbe,Stanford,,,,,,,,,,,,,,,,,
1975,158,158,BUF,George Rautins,Niagara University,,,,,,,,,,,,,,,,,
1975,159,159,BOS,Robert Rhodes,Albany State University,,,,,,,,,,,,,,,,,
1975,160,160,WSB,Doug Brookins,Creighton,,,,,,,,,,,,,,,,,
1975,161,161,NOJ,Aleksander Belov,,,,,,,,,,,,,,,,,,
1975,162,162,ATL,Vic Kelly,Hawaii,,,,,,,,,,,,,,,,,
1975,163,163,PHO,Mike Moon,Arizona State,,,,,,,,,,,,,,,,,
1975,164,164,PHI,Rick Reed,Azusa Pacific University,,,,,,,,,,,,,,,,,
1975,165,165,MIL,Romy Thomas,University of Wisconsin-Eau Claire,,,,,,,,,,,,,,,,,
1975,166,166,POR,Tyree Foster,University of Portland,,,,,,,,,,,,,,,,,
1975,167,167,CLE,Eric Anderson,Macalester College,,,,,,,,,,,,,,,,,
1975,168,168,NYK,Mo Rivers,NC State,,,,,,,,,,,,,,,,,
1975,169,169,DET,Mickey Fox,Saint Mary's University,,,,,,,,,,,,,,,,,
1975,170,170,SEA,Jerry Bellotti,Santa Clara,,,,,,,,,,,,,,,,,
1975,171,171,GSW,Maurice Harper,Saint Mary's,,,,,,,,,,,,,,,,,
1975,172,172,BUF,Art Allen,Pepperdine,,,,,,,,,,,,,,,,,
1975,173,173,WSB,Mike Fahey,Brandeis University,,,,,,,,,,,,,,,,,
1975,174,174,BOS,Bill Endicott,UMass,,,,,,,,,,,,,,,,,
1976,1,1,HOU,John Lucas,Maryland,14,928,25556,9951,2151,6454,0.449,0.303,0.776,27.5,10.7,2.3,7,53.7,0.101,1.3,21.1
1976,2,2,CHI,Scott May,Indiana,7,355,8029,3690,1450,610,0.462,0,0.811,22.6,10.4,4.1,1.7,17.4,0.104,-0.7,2.7
1976,3,3,KCK,Richard Washington,UCLA,6,351,7874,3456,2204,409,0.453,0.25,0.711,22.4,9.8,6.3,1.2,10.8,0.066,-2.5,-1.1
1976,4,4,DET,Leon Douglas,Alabama,7,456,10111,3587,2954,479,0.495,0,0.601,22.2,7.9,6.5,1.1,15.2,0.072,-3,-2.4
1976,5,5,POR,Wally Walker,Virginia,8,565,10168,3968,1759,844,0.467,0.2,0.643,18,7,3.1,1.5,12.9,0.061,-2.2,-0.6
1976,6,6,BUF,Adrian Dantley,Notre Dame,15,955,34151,23177,5455,2830,0.54,0.171,0.818,35.8,24.3,5.7,3,134.2,0.189,3.1,43.7
1976,7,7,MIL,Quinn Buckner,Indiana,10,719,16245,5929,1969,3114,0.461,0.184,0.657,22.6,8.2,2.7,4.3,24.7,0.073,-0.1,7.7
1976,8,8,GSW,Robert Parish,Centenary (LA),21,1611,45704,23334,14715,2180,0.537,0,0.721,28.4,14.5,9.1,1.4,147,0.154,1.5,40.7
1976,9,9,ATL,Armond Hill,Princeton,8,468,11785,3214,917,2194,0.408,0.077,0.829,25.2,6.9,2,4.7,11.3,0.046,-2.3,-0.9
1976,10,10,PHO,Ron Lee,Oregon,6,448,9586,3285,1219,1688,0.416,0.321,0.705,21.4,7.3,2.7,3.8,10.7,0.054,-0.4,3.9
1976,11,11,SEA,Bob Wilkerson,Indiana,7,536,14883,5424,2236,1835,0.425,0.167,0.751,27.8,10.1,4.2,3.4,8.2,0.027,-2.2,-0.6
1976,12,12,PHI,Terry Furlow,Michigan State,4,239,4809,2550,507,568,0.459,0.293,0.862,20.1,10.7,2.1,2.4,7.3,0.073,0,2.4
1976,13,13,WSB,Mitch Kupchak,UNC,9,510,9905,5202,2730,377,0.523,0,0.704,19.4,10.2,5.4,0.7,27.1,0.131,-0.7,3.2
1976,14,14,WSB,Larry Wright,Grambling State University,6,343,6834,2824,550,1165,0.465,0.261,0.777,19.9,8.2,1.6,3.4,10.6,0.074,-1.2,1.4
1976,15,15,CLE,Chuckie Williams,Kansas State,1,22,65,37,4,7,0.298,,0.75,3,1.7,0.2,0.3,-0.2,-0.137,-6.5,-0.1
1976,16,16,BOS,Norm Cook,Kansas,2,27,148,65,30,6,0.373,,0.529,5.5,2.4,1.1,0.2,-0.1,-0.018,-4.4,-0.1
1976,17,17,GSW,Sonny Parker,Texas A&M,6,452,10916,4471,1841,954,0.501,0,0.755,24.2,9.9,4.1,2.1,26.9,0.118,1.8,10.5
1976,18,18,CHI,Willie Smith,Missouri,4,78,1200,357,134,277,0.4,0.239,0.754,15.4,4.6,1.7,3.6,1.3,0.052,-0.2,0.6
1976,19,19,SEA,Bayard Forrest,Grand Canyon University,2,139,2130,569,565,296,0.449,,0.509,15.3,4.1,4.1,2.1,2.7,0.06,-0.7,0.7
1976,20,20,POR,Major Jones,Albany State University,6,374,5063,1643,1323,215,0.49,0.111,0.586,13.5,4.4,3.5,0.6,5.5,0.052,-2.6,-0.8
1976,21,21,LAL,Earl Tatum,Marquette,4,262,5229,2508,682,507,0.459,0.333,0.746,20,9.6,2.6,1.9,7.8,0.071,-0.4,2.1
1976,22,22,POR,Johnny Davis,Dayton,10,750,21200,9710,1505,3368,0.448,0.176,0.821,28.3,12.9,2,4.5,38.5,0.087,-0.8,6.4
1976,23,23,MIL,Alex English,South Carolina,15,1193,38063,25613,6538,4351,0.507,0.217,0.832,31.9,21.5,5.5,3.6,100.7,0.127,2,38.2
1976,24,24,MIL,Scott Lloyd,Arizona State,6,372,5638,1694,1114,356,0.425,0.286,0.718,15.2,4.6,3,1,2.5,0.021,-4.3,-3.4
1976,25,25,NYK,Lonnie Shelton,Oregon State,10,673,18530,8049,4136,1459,0.492,0.097,0.738,27.5,12,6.1,2.2,37.5,0.097,-0.3,7.9
1976,26,26,NOJ,Jacky Dorsey,Georgia,3,60,449,143,141,16,0.389,,0.544,7.5,2.4,2.4,0.3,0.3,0.031,-5.4,-0.4
1976,27,27,HOU,Phil Hicks,Tulane,2,57,390,132,94,32,0.447,,0.778,6.8,2.3,1.6,0.6,0.5,0.058,-2.7,-0.1
1976,28,28,ATL,Bob Carrington,Boston College,2,82,1787,672,187,120,0.428,0,0.76,21.8,8.2,2.3,1.5,1.3,0.036,-3.2,-0.6
1976,29,29,SEA,Dennis Johnson,Pepperdine,14,1100,35954,15535,4249,5499,0.445,0.172,0.797,32.7,14.1,3.9,5,82.6,0.11,0.7,24.3
1976,30,30,PHO,Al Fleming,Arizona,1,20,97,40,30,7,0.484,,0.588,4.9,2,1.5,0.4,0,0.018,-4.1,-0.1
1976,31,31,WSB,Joe Pace,Coppin State University,2,79,557,255,168,27,0.467,,0.598,7.1,3.2,2.1,0.3,1.1,0.092,-2.1,0
1976,32,32,CLE,Mo Howard,Maryland,1,32,345,152,39,42,0.485,,0.686,10.8,4.8,1.2,1.3,0.6,0.084,-1,0.2
1976,33,33,PHO,Butch Feher,Vanderbilt,1,48,487,248,74,36,0.531,,0.768,10.1,5.2,1.5,0.8,1.5,0.145,0.6,0.3
1976,34,34,GSW,Marshall Rogers,University of Texas-Pan American,1,26,176,100,11,10,0.371,,0.933,6.8,3.8,0.4,0.4,-0.2,-0.043,-6.9,-0.3
1976,35,35,CHI,Dallas Smith,West Texas A&M University,,,,,,,,,,,,,,,,,
1976,36,36,LAL,Mike Dabney,Rutgers University,,,,,,,,,,,,,,,,,
1976,37,37,CHI,Lars Hansen,Washington,1,15,205,76,59,14,0.509,,0.581,13.7,5.1,3.9,0.9,0.6,0.149,-1.3,0.1
1976,38,38,DET,Phil Sellers,Rutgers University,1,44,329,198,41,25,0.384,,0.722,7.5,4.5,0.9,0.6,0,-0.007,-5,-0.3
1976,39,39,POR,Jeff Tyson,Western Michigan,,,,,,,,,,,,,,,,,
1976,40,40,MIL,Lloyd Walton,Marquette,5,341,5387,1442,370,1243,0.454,0.25,0.711,15.8,4.2,1.1,3.6,5.2,0.047,-1.6,0.6
1976,41,41,NYK,John McGill,Alcorn State,,,,,,,,,,,,,,,,,
1976,42,42,NOJ,Steve Copp,San Diego State,,,,,,,,,,,,,,,,,
1976,43,43,LAL,Tom Abernethy,Indiana,5,319,5434,1779,1011,384,0.492,0,0.747,17,5.6,3.2,1.2,13.4,0.118,0.2,3
1976,44,44,HOU,Barnes Hauptfuhrer,Princeton,,,,,,,,,,,,,,,,,
1976,45,45,PHO,Ira Terrell,SMU,2,127,2483,886,533,144,0.498,,0.638,19.6,7,4.2,1.1,4.1,0.08,-1.2,0.5
1976,46,46,ATL,Larry Cooke,Virginia Tech,,,,,,,,,,,,,,,,,
1976,47,47,PHI,Ron Norwood,DePaul,,,,,,,,,,,,,,,,,
1976,48,48,BUF,Gary Brewster,Texas-El Paso,,,,,,,,,,,,,,,,,
1976,49,49,WSB,Bill Cook,Memphis,,,,,,,,,,,,,,,,,
1976,50,50,CLE,Gary Cole,University of Wisconsin-Parkside,,,,,,,,,,,,,,,,,
1976,51,51,BOS,Jerry Fort,Nebraska,,,,,,,,,,,,,,,,,
1976,52,52,CHI,Keith Starr,Pitt,1,17,65,14,10,6,0.25,,1,3.8,0.8,0.6,0.4,-0.2,-0.111,-6.1,-0.1
1976,53,53,ATL,Tom Barker,Hawaii,2,98,1830,639,520,75,0.422,,0.692,18.7,6.5,5.3,0.8,1.3,0.034,-3.8,-0.9
1976,54,54,KCK,Clarence Ramsey,Washington,,,,,,,,,,,,,,,,,
1976,55,55,DET,Scott Thompson,Iowa,,,,,,,,,,,,,,,,,
1976,56,56,POR,David Everett,Grand Canyon University,,,,,,,,,,,,,,,,,
1976,57,57,NYK,Rick Bullock,Texas Tech,,,,,,,,,,,,,,,,,
1976,58,58,NOJ,John Service,UC Santa Barbara,,,,,,,,,,,,,,,,,
1976,59,59,MIL,Dan Frost,Iowa,,,,,,,,,,,,,,,,,
1976,60,60,LAL,Wayman Britt,Michigan,1,7,16,9,4,2,0.3,,0.75,2.3,1.3,0.6,0.3,0,0.046,-4.5,0
1976,61,61,HOU,Hercle Ivy,Iowa State,,,,,,,,,,,,,,,,,
1976,62,62,PHO,Paul Miller,Oregon State,,,,,,,,,,,,,,,,,
1976,63,63,SEA,Willie Parr,LeMoyne-Owen College,,,,,,,,,,,,,,,,,
1976,64,64,PHI,Freeman Blade,"Montana State University, Billings",,,,,,,,,,,,,,,,,
1976,65,65,WSB,Marion Hillard,Memphis,,,,,,,,,,,,,,,,,
1976,66,66,CLE,John Engles,Penn,,,,,,,,,,,,,,,,,
1976,67,67,BOS,Lewis Linder,Kentucky State University,,,,,,,,,,,,,,,,,
1976,68,68,GSW,Jeff Fosnes,Vanderbilt,,,,,,,,,,,,,,,,,
1976,69,69,CHI,Nate Williams,Illinois,,,,,,,,,,,,,,,,,
1976,70,70,ATL,Ron Davis,Washington State,3,78,951,417,139,53,0.42,0.25,0.571,12.2,5.3,1.8,0.7,0.1,0.007,-3.6,-0.5
1976,71,71,KCK,Willie Hodge,Duke,,,,,,,,,,,,,,,,,
1976,72,72,DET,Jim Hearns,Marymount College,,,,,,,,,,,,,,,,,
1976,73,73,POR,Gary Reddings,Auburn,,,,,,,,,,,,,,,,,
1976,74,74,NOJ,Paul Griffin,Western Michigan,7,480,10053,2443,2650,1116,0.505,,0.692,20.9,5.1,5.5,2.3,19.6,0.094,0.3,5.9
1976,75,75,MIL,Tom Lockhart,Manhattan College,,,,,,,,,,,,,,,,,
1976,76,76,NYK,Beaver Smith,St. John's,,,,,,,,,,,,,,,,,
1976,77,77,MIL,James Rappis,Arizona,,,,,,,,,,,,,,,,,
1976,78,78,HOU,Dave Marrs,Houston,,,,,,,,,,,,,,,,,
1976,79,79,PHO,Ralph Walker,Saint Mary's,,,,,,,,,,,,,,,,,
1976,80,80,SEA,Robert Gray,Wichita State,,,,,,,,,,,,,,,,,
1976,81,81,PHI,Jeff Browne,Missouri Western State College,,,,,,,,,,,,,,,,,
1976,82,82,ATL,Connie White,California,,,,,,,,,,,,,,,,,
1976,83,83,WSB,L.C. Mason,Alabama State University,,,,,,,,,,,,,,,,,
1976,84,84,CLE,Edmund Lawrence,McNeese State University,1,3,19,12,4,1,0.625,,0.5,6.3,4,1.3,0.3,0.1,0.201,-3.7,0
1976,85,85,BOS,Louis McKinney,Saint Louis,,,,,,,,,,,,,,,,,
1976,86,86,GSW,Carl Bird,California,,,,,,,,,,,,,,,,,
1976,87,87,CHI,Tom Paulin,Winston-Salem State,,,,,,,,,,,,,,,,,
1976,88,88,ATL,Pete Padgett,Nevada,,,,,,,,,,,,,,,,,
1976,89,89,KCK,Andre McCarter,UCLA,3,103,1182,392,95,172,0.431,0.25,0.725,11.5,3.8,0.9,1.7,1.1,0.046,-2.5,-0.2
1976,90,90,DET,Russell Davis,Virginia Tech,,,,,,,,,,,,,,,,,
1976,91,91,GSW,Duane Barnett,Stanford,,,,,,,,,,,,,,,,,
1976,92,92,MIL,Phil Spence,NC State,,,,,,,,,,,,,,,,,
1976,93,93,NYK,Joe Jones,Grambling State University,,,,,,,,,,,,,,,,,
1976,94,94,NOJ,Barnard Tomlin,Hofstra,,,,,,,,,,,,,,,,,
1976,95,95,LAL,Ed Schweitzer,Stanford,,,,,,,,,,,,,,,,,
1976,96,96,HOU,Robert Paige,Houston Baptist University,,,,,,,,,,,,,,,,,
1976,97,97,PHO,Carl Brown,Eastern Kentucky University,,,,,,,,,,,,,,,,,
1976,98,98,SEA,Darrell Peterson,Wake Forest,,,,,,,,,,,,,,,,,
1976,99,99,PHI,Mike Dunleavy,South Carolina,11,438,8428,3496,689,1723,0.467,0.339,0.81,19.2,8,1.6,3.9,16.1,0.092,-0.7,2.9
1976,100,100,BUF,Danny Odums,Fairfield,,,,,,,,,,,,,,,,,
1976,101,101,WSB,Pat Tallent,George Washington,,,,,,,,,,,,,,,,,
1976,102,102,CLE,Harry Davis,Morris Brown College,,,,,,,,,,,,,,,,,
1976,103,103,BOS,Art Collins,St. Thomas University,1,29,395,94,41,25,0.354,0,0.667,13.6,3.2,1.4,0.9,-0.4,-0.054,-5.8,-0.4
1976,104,104,GSW,Gene Cunningham,Norfolk State,,,,,,,,,,,,,,,,,
1976,105,105,CHI,Barry McLeod,Centenary (LA),,,,,,,,,,,,,,,,,
1976,106,106,ATL,Carl Gerlach,Kansas State,,,,,,,,,,,,,,,,,
1976,107,107,KCK,Craig Prosser,Canisius,,,,,,,,,,,,,,,,,
1976,108,108,DET,Curt Peterson,University of Puget Sound,,,,,,,,,,,,,,,,,
1976,109,109,POR,Al DeWitt,Weber State,,,,,,,,,,,,,,,,,
1976,110,110,NYK,Boyd Batts,UNLV,,,,,,,,,,,,,,,,,
1976,111,111,NOJ,Andy Walker,Niagara University,1,40,438,180,75,32,0.462,,0.766,11,4.5,1.9,0.8,0.7,0.081,-1.1,0.1
1976,112,112,MIL,Ron Barrow,Southern University and A&M College,,,,,,,,,,,,,,,,,
1976,113,113,LAL,Tommie Lipsey,UCLA,,,,,,,,,,,,,,,,,
1976,114,114,HOU,Barry Davis,Texas A&M,,,,,,,,,,,,,,,,,
1976,115,115,PHO,Brad Warble,Eastern Illinois University,,,,,,,,,,,,,,,,,
1976,116,116,SEA,Mark Klein,Malone College,,,,,,,,,,,,,,,,,
1976,117,117,PHI,Phil Walker,Millersville,1,40,384,178,52,54,0.354,,0.667,9.6,4.5,1.3,1.4,-0.4,-0.045,-4.6,-0.3
1976,118,118,BUF,Frank Jones,Tennessee Technological University,,,,,,,,,,,,,,,,,
1976,119,119,WSB,Ralph Vallott,Loyola Chicago,,,,,,,,,,,,,,,,,
1976,120,120,CLE,Johnny Britt,Western Kentucky,,,,,,,,,,,,,,,,,
